Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Frauke Rostalski","5. Vulnerabilität und Freiheit",2024,"Die vulnerable Gesellschaft","Verlag C.H.BECK oHG","http://dx.doi.org/10.17104/9783406814631-154","",938,"2024-06-21 14:54:40","book-chapter","10.17104/9783406814631-154","","",,,154,172,0,0.00,0,1,1,"","",""
0,"Michael Blank","Decision letter for ""“Don't Close the Door on Them”: Recruiting and retaining vulnerable Black adolescents in prevention research""",2021,"","Wiley","http://dx.doi.org/10.1002/jcop.22584/v3/decision1","",939,"2024-06-21 14:54:40","peer-review","10.1002/jcop.22584/v3/decision1","","",,,,,0,0.00,0,1,3,"","",""
0,"Sadia Sultana","ICT Enabled Education to Empower Girls: Potentials for the Vulnerable Groups",2022,"Tenth Pan-Commonwealth Forum on Open Learning","Commonwealth of Learning","http://dx.doi.org/10.56059/pcf10.5310","",940,"2024-06-21 14:54:40","proceedings-article","10.56059/pcf10.5310","","",,,,,0,0.00,0,1,2,"Financial constraints, coupled with socio-cultural construct induce vulnerability among girls in Bangladesh. This leads to them entering the labor market without skills; thus, their career becomes constricted while their potential remains unexplored. For a worthwhile life they should be empowered, which can best be done by educating them without hindering their work life. Open and Distance Learning (ODL) with the use of Information and Communication Technology (ICT) can provide such a flexible learning arrangement to working women and girls. A wide range of electronic devices at different purchasing levels can provide flexibility in the use of ICT. A retrospection of COL’s Gender initiative’s virtual workshop, ‘Upskilling Girls in ICT through Mobile Application Development’, facilitated by the author in 2020 evoked ideas and generated interest for following up with the participants regarding their use of ICT. This endeavor helped conceptualize the idea that girls of the vulnerable groups can potentially be empowered by engaging them with ICT-enabled education which can transform their lives. This study has been conducted based on both primary and secondary sources of data. Secondary sources are research materials, scholarly articles, statistics from governmental websites and official publications. Primary data were collected in two stages. Firstly, data were collected from 74 girls through structured questionnaires and focus group discussions (FGDs), who represented nine rural areas of Bangladesh. Secondly, in light of the experience and findings of these data, a follow up study of the author’s previously conducted research among girl workers of six garment factories in Dhaka Metropolitan City was carried out through questionnaire survey and FGDs. The findings of this research can lead towards further educational explorations and help develop actionable plans to significantly empower girls of the vulnerable groups.","",""
0,"Nazira Panchbhaya","A critical analysis of vulnerable populations in the Durham-York energy-from-waste incinerator human health risk assessment",2021,"","Ryerson University Library and Archives","http://dx.doi.org/10.32920/ryerson.14668179","",941,"2024-06-21 14:54:40","posted-content","10.32920/ryerson.14668179","","",,,,,0,0.00,0,1,3,"A health risk assessment is an essential tool to assess effects of polluting facilities on vulnerable populations. The Durham-York Energy Centre is the first incinerator built in Ontario in over 20 years and it has caused public controversy due to the health effects of such facilities. The proponents conducted a human health risk assessment (HHRA) according to best practices to effectively protect the public. The objective of this thesis is to establish a HHRA best practice framework for vulnerable populations, particularly pregnant women and fetuses, to confirm if best practices were achieved and determine whether this group was adequately considered in the HHRA. Analysis ultimately showed that the Durham-York HHRA complied with most best practices but the failure to identify pregnant women and fetuses as a vulnerable population lead to some important deficiencies and omissions in the assessment.","",""
0,"Pallav Dave","Addiction Management in Vulnerable Populations",2024,"Himalayan Journal of Health Sciences","Society of Pharmaceutical Tecnocrats","http://dx.doi.org/10.22270/hjhs.v9i1.160","",942,"2024-06-21 14:54:40","journal-article","10.22270/hjhs.v9i1.160","2582-0737","",,,13,18,0,0.00,0,1,1,"Addiction remains a significant challenge, especially for vulnerable populations. As a way to cope with social determinants of health, life stressors and challenges they are going through, most result in substance abuse. Considering the number of people affected by SUD in the US, there is a need to put effective measures in place that can help address the challenges of dealing with addiction in vulnerable populations. Other than addressing the root causes of addiction in these populations, there is a need to take into account the individual needs of these groups to increase the likelihood of positive outcomes. Some of the needs that clinicians need to consider are lack of medical insurance, the inability to pay insurance, challenges with housing, historical trauma, structural racism, and discrimination. These factors can make it difficult to attain positive outcomes when dealing with vulnerable groups. Therefore, taking them into account is important. Community-based interventions can also help because they bring treatment close to patients. They also provide social support which most people facing vulnerabilities lack.","http://www.hjhs.co.in/index.php/hjhs/article/download/160/151",""
0,"Paul Roberts","Vulnerable Witnesses and the Principle of Orality",2022,"Roberts &amp; Zuckerman's Criminal Evidence","Oxford University PressOxford","http://dx.doi.org/10.1093/oso/9780198824480.003.0010","",943,"2024-06-21 14:54:40","book-chapter","10.1093/oso/9780198824480.003.0010","","",,,479,479,0,0.00,0,1,2,"Abstract: This chapter surveys extensive procedural innovation in the treatment of vulnerable or intimidated witnesses (VIWs) in criminal trials in England and Wales, prompting further reflection on the contemporary status and future prospects of the traditional ‘principle of orality’. Given the institutional dynamics of adversarial trial, any witness might be characterized as ‘vulnerable’. VIW-accommodating procedural reform originally focused on complainants of sexual offences and child witnesses, but progressively gathered momentum and expanded in scope and coverage, culminating in the ‘special measures directions’ (SMDs) framework introduced by the Youth Justice and Criminal Evidence Act 1999. The chapter describes the evolution and development of English law’s ‘rape shield’, now contained in YJCE Act 1999, s.41, regulating the admissibility of complainants’ previous sexual history evidence. Legislative drafting and case law applications, including extended discussion of the high-profile Evans case, are critically evaluated. Reforms of children’s evidence date back to the 1980s. Children were the primary beneficiaries of ‘special measures’ under the YJCE Act 1999, including prerecorded video interviews in lieu of examination-in-chief, testifying via Live Link CCTV, screens and the provision of intermediaries. Tailored menus of special measures have been incrementally extended to other categories of adult VIWs. Ongoing policy debates concern the roll-out of prerecorded cross-examination pursuant to YJCE Act 1999, s.28; and the ‘inequality of arms’ experienced by child defendants in accessing equivalent special measures. SMDs were introduced as exceptional adjustments for VIWs. As their range of application expands and is further deepened through technological innovation, however, the ‘exception’ becomes increasingly normalized. We must then confront an existential question: what remains of the traditional ‘principle of orality’ in this transformed model of the criminal trial?","https://academic.oup.com/book/chapter-pdf/48457748/oso-9780198824480-chapter-10.pdf",""
0,"Jaehyon Lee","Korea: COVID-19, the Vulnerable and Protection",2022,"Covid-19 and Atrocity Prevention in East Asia","Routledge","http://dx.doi.org/10.4324/9781003307471-8","",944,"2024-06-21 14:54:40","book-chapter","10.4324/9781003307471-8","","",,,157,175,0,0.00,0,1,2,"","",""
0,"","Secure Configuration",2024,"Effective Vulnerability Management","Wiley","http://dx.doi.org/10.1002/9781394277155.ch3","",945,"2024-06-21 14:54:40","other","10.1002/9781394277155.ch3","","",,,53,68,0,0.00,0,0,1,"","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394277155.ch3",""
0,"Friedhelm Sandbrink","Managing Pain in Patients on Long-Term Opioids",2024,"Pain Management in Vulnerable Populations","Oxford University PressNew York","http://dx.doi.org/10.1093/med/9780197649176.003.0031","",946,"2024-06-21 14:54:40","book-chapter","10.1093/med/9780197649176.003.0031","","",,,474,489,0,0.00,0,1,1,"Abstract: This chapter addresses key clinical issues related to opioid prescribing, including benefits and risks in the treatment of chronic pain, and provides clinical strategies to optimize safety and effectiveness, based on recently published guidelines by the Centers for Disease Control and Prevention and by the U.S. Department of Veterans Affairs and U.S. Department of Defense. Whereas opioids have wide efficacy and utility in the treatment of acute and cancer-related pain, their use for chronic non–cancer-related pain is controversial because risks of long-term opioid therapy generally outweigh the potential benefits. A careful evaluation of the patient may assist in assessing risk prior to initiating opioid therapy. Patients with a history of substance use disorder and other mental health disorders are particularly vulnerable, as are younger patients, the frail or elderly, and people with medical conditions such as sleep apnea. Opioid therapy is initiated with short-acting opioids and prescribed at the lowest effective dosage and duration based on clinical indication. Risk mitigation strategies include prescription drug monitoring programs, urine drug testing, patient education and clear communication of safety expectations (e.g., informed consent), naloxone co-prescribing, and close monitoring and reassessment. Dosage escalations and co-prescribing with benzodiazepines should be avoided. Opioid tapering must be individualized, and sudden discontinuation should be avoided. Opioid therapy with buprenorphine is an emerging strategy associated with lower risk for overdose. Patients with suspected opioid use disorder should not be abandoned but, rather, carefully assessed and supported by providing evidence-based therapy including medication such as buprenorphine.","https://academic.oup.com/book/57299/chapter/461766674",""
0,"Sara M. Wilson, Taylor J. Byrne","Pain in Military Personnel",2024,"Pain Management in Vulnerable Populations","Oxford University PressNew York","http://dx.doi.org/10.1093/med/9780197649176.003.0011","",947,"2024-06-21 14:54:40","book-chapter","10.1093/med/9780197649176.003.0011","","",,,184,198,0,0.00,0,2,1,"Abstract: The military has been described as the most engrossing and demanding institution in American society. Unique experiences of the service member include special training requirements, frequent relocations, geographic isolation from support structures, deployments, redeployments, integrating from the military to the civilian workforce, and financial stressors. Despite these unique experiences, the military population is not classically considered a vulnerable population. This chapter highlights several aspects of the military population that promote vulnerability in the context of health care, specifically regarding the development of chronic pain. In addition to vulnerability due to the institutional nature of service, military-specific requirements and exposures increase service members’ vulnerability to developing illness and injury at an increased rate compared to the general population. These unique exposures increase the rate of chronic pain conditions, depression, post-traumatic stress disorder (PTSD), and traumatic brain injury. Approximately half of all veterans enrolled in the Veterans Affairs (VA) health care system experience chronic pain compared to 30% of the U.S. population. Furthermore, compared to nonveterans, veterans with chronic pain suffer from more complex pain syndromes, often associated with comorbid conditions such as depression and PTSD. This chapter explores the vulnerability of the military population, the impact of chronic pain in this unique population, and both risk factors and protective factors for developing chronic pain. It also outlines many of the strategies and programs the U.S. Department of Defense and VA have instituted to improve chronic pain measurement and outcomes.","https://academic.oup.com/book/57299/chapter/461760491",""
0,"Itai Kabonga","Author response for ""NGOs’ responses to the challenges faced by orphans and vulnerable children (OVC) in Chegutu, Zimbabwe""",2023,"","Wiley","http://dx.doi.org/10.1111/issj.12473/v7/response1","",948,"2024-06-21 14:54:40","peer-review","10.1111/issj.12473/v7/response1","","",,,,,0,0.00,0,1,1,"","",""
0,"","Contents",2021,"A Vulnerable System","Cornell University Press","http://dx.doi.org/10.1515/9781501759048-toc","",949,"2024-06-21 14:54:40","book-chapter","10.1515/9781501759048-toc","","",,,,,0,0.00,0,0,3,"","https://www.degruyter.com/document/doi/10.1515/9781501759048-toc/xml",""
0,"","Notes",2021,"A Vulnerable System","Cornell University Press","http://dx.doi.org/10.1515/9781501759048-013","",950,"2024-06-21 14:54:40","book-chapter","10.1515/9781501759048-013","","",,,207,282,0,0.00,0,0,3,"","https://www.degruyter.com/document/doi/10.1515/9781501759048-013/xml",""
0,"Jasper De Witte, Tine Van Regenmortel","Building Stones of Resilience of Vulnerable Older Persons",2022,"Elderly Health Journal","Knowledge E DMCC","http://dx.doi.org/10.18502/ehj.v8i1.9952","",951,"2024-06-21 14:54:40","journal-article","10.18502/ehj.v8i1.9952","2423-6179","",,,,,0,0.00,0,2,2,"Introduction: Vulnerable older persons need sufficient resilience to deal with (age-related) adversities and safeguard their quality of life. In this study, we investigate which sources of strength vulnerable older persons use to deal adversities.   Methods: This qualitative study is based on fifteen narratives of community-dwelling vulnerable older persons in Belgium, who were selected through a ‘purposive sampling’ strategy.   Results: Vulnerable older persons use various interrelated sources of strength situated on the individual, interactional, and contextual domains. On the individual domain, important sources of strength are having an optimistic life view and accepting the own vulnerabilities. On the interactional domain positive social relations, ‘the power of giving’ and social participation are sources of strength that benefit the quality of life of older persons, and on the contextual domain various welfare benefits are essential.   Conclusion: It is crucial to stimulate those sources of strength, for example by removing contextual barriers that impede social participation. The results can guide empowering interventions that aim to reinforce the sources of strength of vulnerable older persons, which will positively affect their resilience and general well-being.","",""
